"","CREDDESC","EARN_MALE_WNE_MDN_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_MALE_WNE_MDN_4YR","EARN_NOMALE_WNE_MDN_4YR"
"563","Bachelor's Degree",22385,26516,46108,45895
"564","Bachelor's Degree",26276,24569,48557,24002
"565","Bachelor's Degree",30068,29063,45676,42451
"566","Bachelor's Degree",39640,31151,50239,43237
"567","Bachelor's Degree",40771,39038,58334,57720
"568","Master's Degree",60003,62613,87815,72921
"569","Bachelor's Degree",32212,33810,45078,44673
"570","Bachelor's Degree",44497,38971,48051,49248
"571","Bachelor's Degree",42701,40417,56778,51792
"572","Master's Degree",85659,78501,89835,72177
"573","Bachelor's Degree",45696,52024,68591,56147
"574","Bachelor's Degree",37681,45436,65400,52642
"575","Bachelor's Degree",28362,31209,36000,42433
"576","Bachelor's Degree",65163,55966,81869,79699
"577","Bachelor's Degree",26105,19958,44293,46484
"578","Bachelor's Degree",22833,25586,41865,46953
"579","Bachelor's Degree",26307,24977,52561,40073
"580","Bachelor's Degree",24686,25482,46522,43472
"581","Bachelor's Degree",30844,28976,54289,43226
"582","Bachelor's Degree",20453,31689,44573,46790
"583","Bachelor's Degree",35825,26324,43530,33768
"584","Bachelor's Degree",25293,21016,51980,33862
"585","Bachelor's Degree",21109,17301,31865,44154
"586","Bachelor's Degree",32591,29130,35630,39008
"587","Doctoral Degree",85349,80572,112718,87839
"588","Bachelor's Degree",90895,86423,110222,94553
"589","Bachelor's Degree",42165,38428,57865,46484
"590","Master's Degree",91901,69483,99979,86546
"591","Bachelor's Degree",43898,38968,61374,58050
"592","Bachelor's Degree",41528,38578,58755,56021
"593","Bachelor's Degree",38104,36256,58985,48170
"594","Bachelor's Degree",20392,28170,37158,47585
"595","Bachelor's Degree",34306,33361,51662,51775
"596","Bachelor's Degree",23924,26222,40766,45670
"597","Bachelor's Degree",46995,38366,71444,56900
"598","Master's Degree",81384,73924,90236,83931
"599","Bachelor's Degree",34034,28649,44235,41665
"600","Bachelor's Degree",25400,22639,43828,38677
"601","Bachelor's Degree",26086,20847,55168,44589
"602","Bachelor's Degree",35900,33320,76367,59738
"603","Bachelor's Degree",28193,28065,54005,60467
"604","Bachelor's Degree",23122,24737,45927,45014
"605","Bachelor's Degree",27450,27283,47659,46212
"606","Bachelor's Degree",34967,32133,53561,44401
"607","Bachelor's Degree",41268,35332,51452,57373
"608","Master's Degree",63275,58612,69969,70771
"609","Bachelor's Degree",27234,28140,49147,53677
"610","Bachelor's Degree",34873,32433,50131,44915
"611","Bachelor's Degree",28476,19164,33839,28631
"612","Bachelor's Degree",25532,23533,41723,41950
"613","Bachelor's Degree",39389,32753,52093,46361
"614","Bachelor's Degree",96874,93099,112940,103694
"615","Master's Degree",196994,154133,215138,132669
"616","Bachelor's Degree",48523,43157,63005,58181
"617","Master's Degree",95348,80793,105938,95281
"618","Bachelor's Degree",47288,33822,48387,48981
"619","Bachelor's Degree",28328,20439,45696,42105
"620","Bachelor's Degree",33091,38332,62036,60158
"621","Master's Degree",91258,80776,113087,97668
"622","Bachelor's Degree",43233,39310,55623,60886
"623","Bachelor's Degree",36055,31200,48855,48076
"624","Bachelor's Degree",42951,36605,58119,52228
"625","Bachelor's Degree",41625,40584,65606,55819
"626","Master's Degree",86016,68684,83145,82508
"627","Master's Degree",74995,71147,74378,79178
"628","Bachelor's Degree",40195,35036,61071,51110
"629","Bachelor's Degree",24422,34602,54321,41153
"630","Bachelor's Degree",49658,39460,58521,55841
"631","Bachelor's Degree",101764,103251,156637,136981
"632","Bachelor's Degree",51099,51624,70822,61418
"633","Master's Degree",82028,92387,113392,102645
"634","Bachelor's Degree",33458,29842,53507,54029
"635","Bachelor's Degree",27289,31244,54485,37418
"636","Bachelor's Degree",33389,31901,49705,39892
"637","Bachelor's Degree",33830,32659,48919,49061
"638","Bachelor's Degree",26831,30770,47659,49847
"639","Bachelor's Degree",24910,25689,36524,39215
"640","Bachelor's Degree",40262,52427,70735,77552
"641","Bachelor's Degree",68636,70186,84735,83805
"642","Bachelor's Degree",62999,65680,87129,69460
"643","Bachelor's Degree",36893,29029,48487,40629
"644","Bachelor's Degree",32401,26764,49714,41679
"645","Bachelor's Degree",24229,21443,45202,46899
"646","Bachelor's Degree",25296,22048,38877,36241
"647","Bachelor's Degree",29495,26691,47624,58702
"648","Bachelor's Degree",31924,32864,50831,35768
"649","Bachelor's Degree",23512,22946,49362,44502
"650","Master's Degree",52354,41012,75437,62693
"651","Bachelor's Degree",27116,26165,44915,45435
"652","Bachelor's Degree",37157,31441,58798,46584
"653","Master's Degree",55520,61386,80218,78597
"654","Master's Degree",57105,61571,84454,72258
"655","Bachelor's Degree",22369,23240,32285,37293
"656","Bachelor's Degree",36771,37657,62475,56440
"657","Bachelor's Degree",30072,28834,45008,50025
"658","Bachelor's Degree",29669,31863,47001,44237
"659","Bachelor's Degree",35616,39052,67989,51698
"660","Bachelor's Degree",21261,16523,31830,28791
"661","Bachelor's Degree",25650,23869,33572,39215
"662","Bachelor's Degree",40944,40234,55818,57224
"663","Bachelor's Degree",32505,30877,52811,49840
"664","Bachelor's Degree",92202,91281,107075,106706
"665","Bachelor's Degree",43526,43126,59579,54653
"666","Master's Degree",81905,85496,100761,76932
"667","Bachelor's Degree",49297,49979,63632,69444
"668","Bachelor's Degree",46679,46644,66744,55299
"669","Bachelor's Degree",33342,34157,45150,45016
"670","Bachelor's Degree",35602,41327,52650,52332
"671","Bachelor's Degree",30189,22175,44541,44020
"672","Bachelor's Degree",24381,19643,34700,33355
"673","Master's Degree",89898,82430,91698,80326
"674","Bachelor's Degree",71060,72980,92260,88603
"675","Bachelor's Degree",24234,26136,41318,41895
"676","Bachelor's Degree",27322,29873,43205,43993
"677","Bachelor's Degree",32765,28547,39774,39369
"678","Bachelor's Degree",33392,29377,45958,42772
"679","Bachelor's Degree",23757,26533,40240,41514
"680","Bachelor's Degree",24945,28096,43124,39889
"681","Bachelor's Degree",34023,30807,56915,47722
"682","Bachelor's Degree",31849,34861,50625,50607
"683","Master's Degree",65320,60420,74617,73983
"684","Bachelor's Degree",38224,34040,55008,44374
"685","Bachelor's Degree",30673,30167,47709,45085
"686","Bachelor's Degree",23471,21160,36923,26679
"687","Bachelor's Degree",38475,34221,42656,41581
"688","Bachelor's Degree",97040,94046,109285,102898
"689","Bachelor's Degree",42340,38683,59641,52423
"690","Bachelor's Degree",27546,32378,51388,47819
"691","Bachelor's Degree",25765,31653,39635,45646
"692","Bachelor's Degree",24772,30769,37532,40131
"693","Master's Degree",82710,80790,91738,90893
"694","Bachelor's Degree",42632,32265,47509,40671
"695","Bachelor's Degree",28153,28114,39156,37363
"696","Bachelor's Degree",27383,22047,34407,45302
"697","Bachelor's Degree",29741,28753,46793,49794
"698","Bachelor's Degree",23741,23232,61057,49859
"699","Bachelor's Degree",25437,27055,46715,41344
"700","Bachelor's Degree",26059,27233,44416,43109
"701","Master's Degree",80946,70265,92731,78291
"702","Master's Degree",60552,58532,77216,71964
"703","Bachelor's Degree",38371,37861,62352,67751
"704","Bachelor's Degree",25096,31501,45965,51027
"705","Bachelor's Degree",37036,30914,50169,46041
"706","Bachelor's Degree",20095,17543,31876,35549
"707","Bachelor's Degree",23918,24651,34496,40116
"708","Bachelor's Degree",21319,22278,39776,35531
"709","Master's Degree",35364,42458,40797,53814
"710","Bachelor's Degree",42560,41454,58678,55252
"711","Bachelor's Degree",34601,35014,67593,51683
"712","Bachelor's Degree",96807,99975,108900,110544
"713","Bachelor's Degree",41999,40462,56893,57060
"714","Bachelor's Degree",62335,63335,82183,76661
"715","Bachelor's Degree",45830,46383,58069,63026
"716","Bachelor's Degree",35789,40601,57003,57215
"717","Bachelor's Degree",32063,25447,43589,45101
"718","Bachelor's Degree",41651,35690,58760,65469
"719","Bachelor's Degree",38085,37302,53225,51445
"720","Master's Degree",52992,52798,70892,66115
"721","Bachelor's Degree",69360,68531,87594,80785
"722","Bachelor's Degree",63719,67636,79327,91735
"723","Bachelor's Degree",32065,30491,55393,46757
"724","Bachelor's Degree",35461,26649,38431,44776
"725","Bachelor's Degree",27051,29293,39552,42265
"726","Bachelor's Degree",37821,34741,57689,54976
"727","Bachelor's Degree",30692,40726,61682,50613
"728","Bachelor's Degree",37788,34558,48207,53824
"729","Bachelor's Degree",33916,27351,53621,49454
"730","Bachelor's Degree",26248,31289,49316,49113
"731","Bachelor's Degree",37919,36383,57528,54649
"732","Bachelor's Degree",35164,35017,50989,50391
"733","Master's Degree",60392,62332,82107,73256
"734","Bachelor's Degree",46441,45692,58328,58683
"735","Bachelor's Degree",32657,35404,54074,53951
"736","Bachelor's Degree",29040,32930,48990,51095
"737","Bachelor's Degree",31088,23787,43239,43767
"738","Bachelor's Degree",31552,18771,45013,35512
"739","Bachelor's Degree",29748,23271,39665,35442
"740","Bachelor's Degree",45727,39658,70232,57829
"741","Bachelor's Degree",113957,108159,134737,122989
"742","Bachelor's Degree",46179,46639,61819,58921
"743","Master's Degree",75867,79546,105203,99100
"744","Bachelor's Degree",34061,31113,50778,48985
"745","Bachelor's Degree",46564,46045,87595,63831
"746","Bachelor's Degree",52832,53845,59927,68389
"747","Bachelor's Degree",52149,46399,84592,67817
"748","Bachelor's Degree",40291,48703,70882,77842
"749","Bachelor's Degree",132526,147168,177663,194240
"750","Bachelor's Degree",37272,45799,63044,54055
"751","First Professional Degree",169473,191455,198087,158764
"752","Bachelor's Degree",22933,33722,38824,56268
"753","Bachelor's Degree",29441,34593,69752,58385
"754","Bachelor's Degree",35075,39815,52895,57426
"755","Bachelor's Degree",64951,68576,122575,116529
"756","Bachelor's Degree",67851,64008,100324,81326
"757","Bachelor's Degree",57600,22786,78430,67113
"758","First Professional Degree",70164,70097,81435,77237
"759","Bachelor's Degree",32673,38227,44100,55752
"760","Bachelor's Degree",77571,75198,113652,101192
"761","Bachelor's Degree",43072,45619,59902,66228
"762","Bachelor's Degree",42030,45378,62278,65532
"763","Bachelor's Degree",54625,56045,106219,94232
"764","Bachelor's Degree",32861,25366,43764,38244
"765","Bachelor's Degree",84822,86937,137014,109723
"766","Bachelor's Degree",24191,36790,58906,53838
"767","Bachelor's Degree",39113,47586,65755,62808
"768","First Professional Degree",87555,87406,124783,115709
"769","Bachelor's Degree",40899,35007,67720,60922
"770","Bachelor's Degree",31728,32162,50341,46252
"771","Bachelor's Degree",43535,41054,58748,62581
"772","Bachelor's Degree",82605,83955,129429,128496
"773","Master's Degree",55200,53513,63597,60266
"774","Bachelor's Degree",59651,57322,83295,100325
"775","Bachelor's Degree",62356,65502,90799,91197
"776","Bachelor's Degree",69837,68977,91259,88624
"777","Bachelor's Degree",31260,30354,37986,45611
"778","First Professional Degree",76063,85353,101584,108866
"779","Bachelor's Degree",20205,26864,47750,46468
"780","Bachelor's Degree",27870,31491,53868,56642
"781","Bachelor's Degree",36800,38563,67016,61799
"782","Bachelor's Degree",29815,37839,82744,60627
"783","Bachelor's Degree",39134,39747,59180,68778
"784","Bachelor's Degree",56106,49030,66208,80590
"785","Bachelor's Degree",30307,27716,51286,52286
"786","Bachelor's Degree",46308,50413,86640,75852
"787","Bachelor's Degree",38178,32602,45839,56002
"788","Bachelor's Degree",41329,44217,48394,70447
"789","Bachelor's Degree",31098,31229,56060,53612
"790","Bachelor's Degree",40189,29498,46573,53994
"791","Bachelor's Degree",44749,47662,71155,74811
"792","Bachelor's Degree",29704,32514,59900,56462
"793","Bachelor's Degree",34081,33365,55151,55568
"794","Bachelor's Degree",33723,30782,48177,51020
"795","Bachelor's Degree",36499,34691,56515,55527
"796","First Professional Degree",64767,65171,107684,124529
"797","Bachelor's Degree",27791,41389,51985,55164
"798","Master's Degree",111630,110013,160132,133058
"799","Master's Degree",65900,66030,88560,79605
"800","Bachelor's Degree",46759,53577,80262,77419
"801","Bachelor's Degree",23314,30649,42445,50475
"802","Bachelor's Degree",76907,76663,111820,97110
"803","Bachelor's Degree",22928,23396,58186,51516
"804","Master's Degree",60754,61727,73534,70751
"805","Bachelor's Degree",59791,64415,82018,95660
"806","Bachelor's Degree",73314,68848,86463,90339
"807","Bachelor's Degree",64528,71461,84490,73722
"808","Bachelor's Degree",21386,27357,34137,47452
"809","Bachelor's Degree",22516,20819,49482,41273
"810","Bachelor's Degree",27392,36907,52145,56754
"811","Bachelor's Degree",37937,29514,60325,49374
"812","Bachelor's Degree",35747,36538,58421,66651
"813","Bachelor's Degree",26883,27634,46283,39375
"814","Bachelor's Degree",27843,26854,53980,48424
"815","Bachelor's Degree",29806,22196,38196,51295
"816","Bachelor's Degree",28164,32540,48760,51077
"817","Bachelor's Degree",41227,42943,63321,66406
"818","Bachelor's Degree",28952,31088,47891,57364
"819","Bachelor's Degree",37211,29520,52384,48294
"820","Bachelor's Degree",34025,28386,37583,55751
"821","Bachelor's Degree",18319,29323,36841,40932
"822","First Professional Degree",64602,64785,87351,110029
"823","Bachelor's Degree",31510,32813,51314,53797
"824","Bachelor's Degree",44993,48501,64563,73703
"825","Master's Degree",106213,109602,147772,103762
"826","Bachelor's Degree",43392,41753,71730,61206
"827","Bachelor's Degree",16261,17677,59831,56740
"828","Master's Degree",61872,61156,79112,79830
"829","Bachelor's Degree",25973,22842,54709,49039
"830","Bachelor's Degree",123779,130090,168154,150544
"831","Master's Degree",56920,56474,70548,66524
"832","Bachelor's Degree",66789,77004,91216,92496
"833","Bachelor's Degree",41173,29624,55536,54550
"834","Bachelor's Degree",27071,33373,44078,53983
"835","Bachelor's Degree",23091,24030,62977,53096
"836","Bachelor's Degree",24506,28496,72557,56459
"837","Bachelor's Degree",21516,21328,29537,52963
"838","Bachelor's Degree",29800,27409,58974,61898
"839","Bachelor's Degree",54584,46920,90179,76946
"840","Bachelor's Degree",56984,55099,85326,72389
"841","Bachelor's Degree",42264,38928,61861,66377
"842","Bachelor's Degree",25895,41999,43314,45635
"843","Bachelor's Degree",27600,31122,51744,53241
"844","Bachelor's Degree",24745,31753,55816,57364
"845","Bachelor's Degree",34738,31355,48136,45330
"846","Bachelor's Degree",59231,54039,89186,77025
"847","Bachelor's Degree",35782,39331,61327,56274
"848","Bachelor's Degree",34948,31530,57914,60896
"849","Bachelor's Degree",33518,34001,52821,56004
"850","Master's Degree",31531,35789,62521,50749
"851","Master's Degree",93704,64721,112288,97027
"852","Master's Degree",98424,103331,120749,115682
"853","Master's Degree",160937,151471,192803,160542
"854","Bachelor's Degree",74641,75686,120638,83644
"855","Bachelor's Degree",26582,26744,48406,47827
"856","Bachelor's Degree",52278,53599,77559,83553
"857","Bachelor's Degree",52004,46049,77972,84508
"858","Bachelor's Degree",19468,20775,37982,48099
"859","Bachelor's Degree",20808,21417,28985,33933
"860","Bachelor's Degree",20805,19797,42994,45356
"861","Bachelor's Degree",24643,20475,51632,41941
"862","Bachelor's Degree",14309,21695,47071,39392
"863","Bachelor's Degree",27094,21194,55426,45586
