"","UNITID","OPEID6","INSTNM","CONTROL","MAIN","CIPCODE","CIPDESC","CREDLEV","CREDDESC","IPEDSCOUNT1","IPEDSCOUNT2","DEBT_ALL_STGP_ANY_N","DEBT_ALL_STGP_ANY_MEAN","DEBT_ALL_STGP_ANY_MDN","DEBT_ALL_STGP_EVAL_N","DEBT_ALL_STGP_EVAL_MEAN","DEBT_ALL_STGP_EVAL_MDN","DEBT_ALL_PP_ANY_N","DEBT_ALL_PP_ANY_MEAN","DEBT_ALL_PP_ANY_MDN","DEBT_ALL_PP_EVAL_N","DEBT_ALL_PP_EVAL_MEAN","DEBT_ALL_PP_EVAL_MDN","DEBT_MALE_STGP_ANY_N","DEBT_MALE_STGP_ANY_MEAN","DEBT_MALE_STGP_ANY_MDN","DEBT_MALE_STGP_EVAL_N","DEBT_MALE_STGP_EVAL_MEAN","DEBT_MALE_STGP_EVAL_MDN","DEBT_MALE_PP_ANY_N","DEBT_MALE_PP_ANY_MEAN","DEBT_MALE_PP_ANY_MDN","DEBT_MALE_PP_EVAL_N","DEBT_MALE_PP_EVAL_MEAN","DEBT_MALE_PP_EVAL_MDN","DEBT_NOTMALE_STGP_ANY_N","DEBT_NOTMALE_STGP_ANY_MEAN","DEBT_NOTMALE_STGP_ANY_MDN","DEBT_NOTMALE_STGP_EVAL_N","DEBT_NOTMALE_STGP_EVAL_MEAN","DEBT_NOTMALE_STGP_EVAL_MDN","DEBT_NOTMALE_PP_ANY_N","DEBT_NOTMALE_PP_ANY_MEAN","DEBT_NOTMALE_PP_ANY_MDN","DEBT_NOTMALE_PP_EVAL_N","DEBT_NOTMALE_PP_EVAL_MEAN","DEBT_NOTMALE_PP_EVAL_MDN","DEBT_PELL_STGP_ANY_N","DEBT_PELL_STGP_ANY_MEAN","DEBT_PELL_STGP_ANY_MDN","DEBT_PELL_STGP_EVAL_N","DEBT_PELL_STGP_EVAL_MEAN","DEBT_PELL_STGP_EVAL_MDN","DEBT_PELL_PP_ANY_N","DEBT_PELL_PP_ANY_MEAN","DEBT_PELL_PP_ANY_MDN","DEBT_PELL_PP_EVAL_N","DEBT_PELL_PP_EVAL_MEAN","DEBT_PELL_PP_EVAL_MDN","DEBT_NOPELL_STGP_ANY_N","DEBT_NOPELL_STGP_ANY_MEAN","DEBT_NOPELL_STGP_ANY_MDN","DEBT_NOPELL_STGP_EVAL_N","DEBT_NOPELL_STGP_EVAL_MEAN","DEBT_NOPELL_STGP_EVAL_MDN","DEBT_NOPELL_PP_ANY_N","DEBT_NOPELL_PP_ANY_MEAN","DEBT_NOPELL_PP_ANY_MDN","DEBT_NOPELL_PP_EVAL_N","DEBT_NOPELL_PP_EVAL_MEAN","DEBT_NOPELL_PP_EVAL_MDN","DEBT_ALL_PP_ANY_MDN10YRPAY","DEBT_ALL_PP_EVAL_MDN10YRPAY","DEBT_ALL_STGP_ANY_MDN10YRPAY","DEBT_ALL_STGP_EVAL_MDN10YRPAY","EARN_COUNT_NWNE_HI_1YR","EARN_CNTOVER150_HI_1YR","EARN_COUNT_WNE_HI_1YR","EARN_MDN_HI_1YR","EARN_COUNT_NWNE_HI_2YR","EARN_CNTOVER150_HI_2YR","EARN_COUNT_WNE_HI_2YR","EARN_MDN_HI_2YR","BBRR2_FED_COMP_N","BBRR2_FED_COMP_DFLT","BBRR2_FED_COMP_DLNQ","BBRR2_FED_COMP_FBR","BBRR2_FED_COMP_DFR","BBRR2_FED_COMP_NOPROG","BBRR2_FED_COMP_MAKEPROG","BBRR2_FED_COMP_PAIDINFULL","BBRR2_FED_COMP_DISCHARGE","BBRR3_FED_COMP_N","BBRR3_FED_COMP_DFLT","BBRR3_FED_COMP_DLNQ","BBRR3_FED_COMP_FBR","BBRR3_FED_COMP_DFR","BBRR3_FED_COMP_NOPROG","BBRR3_FED_COMP_MAKEPROG","BBRR3_FED_COMP_PAIDINFULL","BBRR3_FED_COMP_DISCHARGE","EARN_COUNT_PELL_WNE_1YR","EARN_PELL_WNE_MDN_1YR","EARN_COUNT_NOPELL_WNE_1YR","EARN_NOPELL_WNE_MDN_1YR","EARN_COUNT_MALE_WNE_1YR","EARN_MALE_WNE_MDN_1YR","EARN_COUNT_NOMALE_WNE_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_COUNT_NE_3YR","EARN_NE_MDN_3YR","EARN_COUNT_WNE_3YR","EARN_CNTOVER150_3YR","EARN_COUNT_PELL_NE_3YR","EARN_PELL_NE_MDN_3YR","EARN_COUNT_NOPELL_NE_3YR","EARN_NOPELL_NE_MDN_3YR","EARN_COUNT_MALE_NE_3YR","EARN_MALE_NE_MDN_3YR","EARN_COUNT_NOMALE_NE_3YR","EARN_NOMALE_NE_MDN_3YR","EARN_COUNT_NWNE_1YR","EARN_COUNT_WNE_1YR","EARN_MDN_1YR","EARN_GT_THRESHOLD_1YR","EARN_COUNT_HIGH_CRED_1YR","EARN_IN_STATE_1YR","EARN_COUNT_NWNE_4YR","EARN_COUNT_WNE_4YR","EARN_MDN_4YR","EARN_GT_THRESHOLD_4YR","EARN_COUNT_PELL_WNE_4YR","EARN_PELL_WNE_MDN_4YR","EARN_COUNT_NOPELL_WNE_4YR","EARN_NOPELL_WNE_MDN_4YR","EARN_COUNT_MALE_WNE_4YR","EARN_COUNT_NOMALE_WNE_4YR","EARN_COUNT_HIGH_CRED_4YR","EARN_IN_STATE_4YR","BBRR1_FED_COMP_N","BBRR1_FED_COMP_DFLT","BBRR1_FED_COMP_DLNQ","BBRR1_FED_COMP_FBR","BBRR1_FED_COMP_DFR","BBRR1_FED_COMP_NOPROG","BBRR1_FED_COMP_MAKEPROG","BBRR1_FED_COMP_PAIDINFULL","BBRR1_FED_COMP_DISCHARGE","BBRR4_FED_COMP_N","BBRR4_FED_COMP_DFLT","BBRR4_FED_COMP_DLNQ","BBRR4_FED_COMP_FBR","BBRR4_FED_COMP_DFR","BBRR4_FED_COMP_NOPROG","BBRR4_FED_COMP_MAKEPROG","BBRR4_FED_COMP_PAIDINFULL","BBRR4_FED_COMP_DISCHARGE","DISTANCE","Gender","Earnings"
"124","193016","002772","Mercy College","Private, nonprofit",1,"1304","Educational Administration and Supervision.",5,"Master's Degree","12","51","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","34","41687","40980","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20","42231","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14","40911","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","466","0","111","111","106401","0","92","92","101964","73","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","95","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","<=0.20","47","112676","40","110561","22","110437","65","112227","97","111041","94","94","46","113860","51","110872","21","110454","77","111369","0","87","110978","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","100","115852","PrivacySuppressed","48","112777","52","116415","23","78","PrivacySuppressed","87","54","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","95","<=0.20","<=0.20","0.40 - 0.59","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",114910
"125","193292","002775","Molloy College","Private, nonprofit",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","392","402","655","35826","31000","631","30616","28500","274","45590","36122","230","45955","36747","62","35590","31000","60","30628","29000","24","52872","50451","22","55342","52127","593","35851","31000","571","30615","28500","250","44891","35634","208","44962","35634","374","38795","38088","365","33631","31750","141","39634","32500","125","40530","32766","281","31876","29000","266","26479","27000","133","51903","44800","105","52413","46682","430","437","329","302","9","560","588","92243","8","411","419","90956","509","<=0.02","<=0.02","0.19 - 0.20","0.05 - 0.06","0.15 - 0.16","0.41 - 0.42","0.15 - 0.16","<=0.02","393","<=0.05","<=0.05","0.15 - 0.19","0.10 - 0.14","0.10 - 0.14","0.30 - 0.34","0.20 - 0.24","<=0.05","393","97282","272","100768","63","98144","602","98628","391","94803","380","368","207","93384","183","95680","39","99803","352","94091","4","665","98514","627","PrivacySuppressed","PrivacySuppressed","7","357","101659","335","193","99215","163","104721","32","326","PrivacySuppressed","320","624","<=0.02","<=0.02","0.59 - 0.60","<=0.02","0.11 - 0.12","0.15 - 0.16","0.09 - 0.10","<=0.02","393","<=0.05","<=0.05","0.40 - 0.44","0.10 - 0.14","<=0.05","0.15 - 0.19","0.20 - 0.24","<=0.05",1,"EARN_NOMALE_WNE_MDN_4YR",101258
"126","193645","002704","The College of New Rochelle","Private, nonprofit",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","NULL","NULL","PrivacySuppressed","39031","37500","PrivacySuppressed","26900","27250","PrivacySuppressed","33973","23000","PrivacySuppressed","23926","19895","PrivacySuppressed","35340","31750","PrivacySuppressed","26957","26097","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39648","38000","PrivacySuppressed","26891","27775","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40508","40625","PrivacySuppressed","27920","28250","PrivacySuppressed","26652","16342","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35351","32934","PrivacySuppressed","24323","25000","PrivacySuppressed","48333","34000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","273","237","398","289","8","374","380","92303","3","197","203","89080","348","<=0.05","<=0.05","0.25 - 0.29","0.05 - 0.09","0.20 - 0.24","0.30 - 0.34","0.05 - 0.09","<=0.05","246","<=0.05","<=0.05","0.30 - 0.34","0.10 - 0.14","0.10 - 0.14","0.25 - 0.29","0.10 - 0.14","<=0.05","354","100582","151","96733","75","106698","431","97679","189","96328","187","185","135","95607","55","97831","20","102958","169","95778","11","506","99039","466","PrivacySuppressed","PrivacySuppressed","3","172","109759","PrivacySuppressed","118","110081","53","105283","17","155","PrivacySuppressed","150","471","<=0.05","<=0.05","0.65 - 0.69","<=0.05","0.10 - 0.14","0.10 - 0.14","<=0.05","<=0.05","246","<=0.05","<=0.05","0.55 - 0.59","0.10 - 0.14","<=0.05","0.05 - 0.09","0.15 - 0.19","<=0.05",0,"EARN_NOMALE_WNE_MDN_4YR",108983
"127","193900","002785","New York University","Private, nonprofit",1,"5107","Health and Medical Administrative Services.",5,"Master's Degree","52","57","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50","102414","103597","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","15","109925","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35","99195","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","34","103905","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16","99247","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1178","3","56","61","78857","1","71","72","80326","51","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","<=0.20","62","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","<=0.20","39","78876","31","94394","23","84793","46","83472","73","87076","70","70","33","92811","41","85502","24","87306","49","90748","2","69","80727","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","70","104875","PrivacySuppressed","32","105277","38","102381","23","47","PrivacySuppressed","42","51","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","62","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20",2,"EARN_NOMALE_WNE_MDN_4YR",101150
"128","193900","002785","New York University","Private, nonprofit",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","411","409","562","26665","25500","532","17695","18500","217","72511","65044","169","74476","72821","96","26250","24714","91","17441","18750","39","73381","60396","29","76669","71627","466","26751","26000","441","17747","18500","178","72320","65914","140","74022","73819","315","27319","26094","301","18376","19000","117","70154","68240","98","75204","73912","247","25831","25000","231","16807","17250","100","75268","61811","71","73472","67176","773","866","270","196","16","625","652","93346","12","509","525","94243","557","<=0.02","<=0.02","0.21 - 0.22","0.09 - 0.10","0.09 - 0.10","0.37 - 0.38","0.19 - 0.20","<=0.02","543","<=0.02","<=0.02","0.17 - 0.18","0.11 - 0.12","0.07 - 0.08","0.33 - 0.34","0.29 - 0.30","<=0.02","354","101725","298","103284","88","103332","564","102074","477","98451","463","447","252","100265","225","97727","76","103418","400","98143","16","652","102393","618","PrivacySuppressed","PrivacySuppressed","14","416","106295","385","220","108860","196","103650","69","347","PrivacySuppressed","263","562","<=0.02","<=0.02","0.59 - 0.60","<=0.02","0.05 - 0.06","0.17 - 0.18","0.15 - 0.16","<=0.02","543","<=0.02","<=0.02","0.37 - 0.38","0.11 - 0.12","0.03 - 0.04","0.13 - 0.14","0.35 - 0.36","<=0.02",1,"EARN_NOMALE_WNE_MDN_4YR",104283
"129","193900","002785","New York University","Private, nonprofit",1,"5201","Business/Commerce, General.",3,"Bachelor's Degree","409","415","219","PrivacySuppressed","19500","219","PrivacySuppressed","19500","98","PrivacySuppressed","80386","98","PrivacySuppressed","80386","110","PrivacySuppressed","21500","110","PrivacySuppressed","21500","56","PrivacySuppressed","91254","56","PrivacySuppressed","91254","109","PrivacySuppressed","19000","109","PrivacySuppressed","19000","42","PrivacySuppressed","78608","42","PrivacySuppressed","78608","92","PrivacySuppressed","18446","92","PrivacySuppressed","18446","34","PrivacySuppressed","51043","34","PrivacySuppressed","51043","127","PrivacySuppressed","20500","127","PrivacySuppressed","20500","64","PrivacySuppressed","102649","64","PrivacySuppressed","102649","956","956","207","207","22","302","318","77787","16","339","355","82507","301","<=0.05","<=0.05","<=0.05","<=0.05","0.05 - 0.09","0.40 - 0.44","0.40 - 0.44","<=0.05","309","<=0.05","<=0.05","0.05 - 0.09","<=0.05","<=0.05","0.35 - 0.39","0.45 - 0.49","<=0.05","124","73966","136","82543","145","81968","115","76000","372","93612","347","337","160","89915","212","100055","222","98233","150","90465","18","260","78906","224","PrivacySuppressed","PrivacySuppressed","27","338","115546","316","141","107616","195","120911","200","138","PrivacySuppressed","199","207","<=0.05","<=0.05","0.50 - 0.54","<=0.05","0.05 - 0.09","0.20 - 0.24","0.15 - 0.19","<=0.05","309","<=0.05","<=0.05","0.20 - 0.24","<=0.05","<=0.05","0.15 - 0.19","0.50 - 0.54","<=0.05",1,"EARN_NOMALE_WNE_MDN_4YR",110779
"130","194310","002791","Pace University","Private, nonprofit",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","237","223","363","28088","27000","331","19533","21500","132","54828","45864","97","53096","46385","48","26032","23999","41","15939","12956","11","41281","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","315","28401","27000","290","20041","21875","121","56059","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","174","30036","27000","163","20270","21875","58","45459","37625","48","43135","39329","189","26294","26000","168","18817","19562","74","62171","56207","49","62853","57747","545","552","286","228","3","225","231","93622","4","199","208","90727","230","<=0.05","<=0.05","0.15 - 0.19","0.05 - 0.09","0.15 - 0.19","0.40 - 0.44","0.15 - 0.19","<=0.05","209","<=0.05","<=0.05","0.10 - 0.14","0.10 - 0.14","0.15 - 0.19","0.40 - 0.44","0.15 - 0.19","<=0.05","159","97855","149","101389","36","107766","273","99412","186","95275","178","170","100","93949","86","96310","21","96296","165","95265","1","308","100100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","7","175","105016","PrivacySuppressed","95","103793","79","109712","22","153","PrivacySuppressed","132","304","<=0.05","<=0.05","0.60 - 0.64","<=0.05","0.05 - 0.09","0.15 - 0.19","0.10 - 0.14","<=0.05","209","<=0.05","<=0.05","0.35 - 0.39","0.10 - 0.14","<=0.05","0.20 - 0.24","0.25 - 0.29","<=0.05",1,"EARN_NOMALE_WNE_MDN_4YR",104389
"131","194824","002803","Rensselaer Polytechnic Institute","Private, nonprofit",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","28","15","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","16","30587","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1","21","22","71265","2","36","37","87973","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","17","84666","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","41","94503","37","37","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","20","84843","2","24","75976","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","39","112975","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","26","114002","22","18","PrivacySuppressed","PrivacySuppressed","19","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1,"EARN_NOMALE_WNE_MDN_4YR",113284
"132","195030","002894","University of Rochester","Private, nonprofit",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","215","87","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","81","46568","40170","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50","48298","40585","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31","43776","37821","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38","42751","35200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","43","49940","44264","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","457","7","211","216","91070","1","105","109","89524","161","<=0.10","<=0.10","0.10 - 0.19","<=0.10","0.30 - 0.39","0.30 - 0.39","0.10 - 0.19","<=0.10","96","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","<=0.20","84","89280","127","105781","130","101618","81","97514","112","104615","105","103","46","103674","68","105433","76","105272","38","102710","7","211","100014","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","112","114900","PrivacySuppressed","46","101221","67","123629","75","37","PrivacySuppressed","71","115","<=0.10","<=0.10","0.40 - 0.49","<=0.10","0.20 - 0.29","0.20 - 0.29","0.10 - 0.19","<=0.10","96","<=0.20","<=0.20","0.60 - 0.79","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",107115
"133","196060","002835","SUNY at Albany","Public",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","133","116","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","73","32222","31500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52","30754","30750","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21","35857","39000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40","30840","28003","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","33","33897","33400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","358","0","124","125","63947","1","35","38","74576","56","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","<=0.20","23","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","87","72289","71","74406","105","73388","53","71879","52","92782","36","36","24","87685","28","100777","32","89693","20","101980","3","158","72798","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","51","109805","PrivacySuppressed","23","104793","27","109967","30","20","PrivacySuppressed","41","81","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","23","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1,"EARN_NOMALE_WNE_MDN_4YR",114601
"134","196468","003979","Teachers College at Columbia University","Private, nonprofit",1,"4227","Research and Experimental Psychology.",5,"Master's Degree","85","97","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38","66469","58988","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","24","72119","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14","56785","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","671","6","56","67","42397","12","118","123","75921","118","PrivacySuppressed","PrivacySuppressed","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","125","PrivacySuppressed","PrivacySuppressed","<=0.20","PrivacySuppressed","0.20 - 0.39","0.20 - 0.39","<=0.20","PrivacySuppressed","33","48414","26","42573","PrivacySuppressed","PrivacySuppressed","53","46028","131","92666","119","115","48","89159","84","93314","42","92646","88","91873","4","59","48319","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","12","125","108795","PrivacySuppressed","45","108524","80","109870","37","88","PrivacySuppressed","56","51","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","125","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","<=0.20","<=0.20","PrivacySuppressed","<=0.20","PrivacySuppressed",1,"EARN_NOMALE_WNE_MDN_4YR",105888
