"","UNITID","OPEID6","INSTNM","CONTROL","MAIN","CIPCODE","CIPDESC","CREDLEV","CREDDESC","IPEDSCOUNT1","IPEDSCOUNT2","DEBT_ALL_STGP_ANY_N","DEBT_ALL_STGP_ANY_MEAN","DEBT_ALL_STGP_ANY_MDN","DEBT_ALL_STGP_EVAL_N","DEBT_ALL_STGP_EVAL_MEAN","DEBT_ALL_STGP_EVAL_MDN","DEBT_ALL_PP_ANY_N","DEBT_ALL_PP_ANY_MEAN","DEBT_ALL_PP_ANY_MDN","DEBT_ALL_PP_EVAL_N","DEBT_ALL_PP_EVAL_MEAN","DEBT_ALL_PP_EVAL_MDN","DEBT_MALE_STGP_ANY_N","DEBT_MALE_STGP_ANY_MEAN","DEBT_MALE_STGP_ANY_MDN","DEBT_MALE_STGP_EVAL_N","DEBT_MALE_STGP_EVAL_MEAN","DEBT_MALE_STGP_EVAL_MDN","DEBT_MALE_PP_ANY_N","DEBT_MALE_PP_ANY_MEAN","DEBT_MALE_PP_ANY_MDN","DEBT_MALE_PP_EVAL_N","DEBT_MALE_PP_EVAL_MEAN","DEBT_MALE_PP_EVAL_MDN","DEBT_NOTMALE_STGP_ANY_N","DEBT_NOTMALE_STGP_ANY_MEAN","DEBT_NOTMALE_STGP_ANY_MDN","DEBT_NOTMALE_STGP_EVAL_N","DEBT_NOTMALE_STGP_EVAL_MEAN","DEBT_NOTMALE_STGP_EVAL_MDN","DEBT_NOTMALE_PP_ANY_N","DEBT_NOTMALE_PP_ANY_MEAN","DEBT_NOTMALE_PP_ANY_MDN","DEBT_NOTMALE_PP_EVAL_N","DEBT_NOTMALE_PP_EVAL_MEAN","DEBT_NOTMALE_PP_EVAL_MDN","DEBT_PELL_STGP_ANY_N","DEBT_PELL_STGP_ANY_MEAN","DEBT_PELL_STGP_ANY_MDN","DEBT_PELL_STGP_EVAL_N","DEBT_PELL_STGP_EVAL_MEAN","DEBT_PELL_STGP_EVAL_MDN","DEBT_PELL_PP_ANY_N","DEBT_PELL_PP_ANY_MEAN","DEBT_PELL_PP_ANY_MDN","DEBT_PELL_PP_EVAL_N","DEBT_PELL_PP_EVAL_MEAN","DEBT_PELL_PP_EVAL_MDN","DEBT_NOPELL_STGP_ANY_N","DEBT_NOPELL_STGP_ANY_MEAN","DEBT_NOPELL_STGP_ANY_MDN","DEBT_NOPELL_STGP_EVAL_N","DEBT_NOPELL_STGP_EVAL_MEAN","DEBT_NOPELL_STGP_EVAL_MDN","DEBT_NOPELL_PP_ANY_N","DEBT_NOPELL_PP_ANY_MEAN","DEBT_NOPELL_PP_ANY_MDN","DEBT_NOPELL_PP_EVAL_N","DEBT_NOPELL_PP_EVAL_MEAN","DEBT_NOPELL_PP_EVAL_MDN","DEBT_ALL_PP_ANY_MDN10YRPAY","DEBT_ALL_PP_EVAL_MDN10YRPAY","DEBT_ALL_STGP_ANY_MDN10YRPAY","DEBT_ALL_STGP_EVAL_MDN10YRPAY","EARN_COUNT_NWNE_HI_1YR","EARN_CNTOVER150_HI_1YR","EARN_COUNT_WNE_HI_1YR","EARN_MDN_HI_1YR","EARN_COUNT_NWNE_HI_2YR","EARN_CNTOVER150_HI_2YR","EARN_COUNT_WNE_HI_2YR","EARN_MDN_HI_2YR","BBRR2_FED_COMP_N","BBRR2_FED_COMP_DFLT","BBRR2_FED_COMP_DLNQ","BBRR2_FED_COMP_FBR","BBRR2_FED_COMP_DFR","BBRR2_FED_COMP_NOPROG","BBRR2_FED_COMP_MAKEPROG","BBRR2_FED_COMP_PAIDINFULL","BBRR2_FED_COMP_DISCHARGE","BBRR3_FED_COMP_N","BBRR3_FED_COMP_DFLT","BBRR3_FED_COMP_DLNQ","BBRR3_FED_COMP_FBR","BBRR3_FED_COMP_DFR","BBRR3_FED_COMP_NOPROG","BBRR3_FED_COMP_MAKEPROG","BBRR3_FED_COMP_PAIDINFULL","BBRR3_FED_COMP_DISCHARGE","EARN_COUNT_PELL_WNE_1YR","EARN_PELL_WNE_MDN_1YR","EARN_COUNT_NOPELL_WNE_1YR","EARN_NOPELL_WNE_MDN_1YR","EARN_COUNT_MALE_WNE_1YR","EARN_MALE_WNE_MDN_1YR","EARN_COUNT_NOMALE_WNE_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_COUNT_NE_3YR","EARN_NE_MDN_3YR","EARN_COUNT_WNE_3YR","EARN_CNTOVER150_3YR","EARN_COUNT_PELL_NE_3YR","EARN_PELL_NE_MDN_3YR","EARN_COUNT_NOPELL_NE_3YR","EARN_NOPELL_NE_MDN_3YR","EARN_COUNT_MALE_NE_3YR","EARN_MALE_NE_MDN_3YR","EARN_COUNT_NOMALE_NE_3YR","EARN_NOMALE_NE_MDN_3YR","EARN_COUNT_NWNE_1YR","EARN_COUNT_WNE_1YR","EARN_MDN_1YR","EARN_GT_THRESHOLD_1YR","EARN_COUNT_HIGH_CRED_1YR","EARN_IN_STATE_1YR","EARN_COUNT_NWNE_4YR","EARN_COUNT_WNE_4YR","EARN_MDN_4YR","EARN_GT_THRESHOLD_4YR","EARN_COUNT_PELL_WNE_4YR","EARN_PELL_WNE_MDN_4YR","EARN_COUNT_NOPELL_WNE_4YR","EARN_NOPELL_WNE_MDN_4YR","EARN_COUNT_MALE_WNE_4YR","EARN_COUNT_NOMALE_WNE_4YR","EARN_COUNT_HIGH_CRED_4YR","EARN_IN_STATE_4YR","BBRR1_FED_COMP_N","BBRR1_FED_COMP_DFLT","BBRR1_FED_COMP_DLNQ","BBRR1_FED_COMP_FBR","BBRR1_FED_COMP_DFR","BBRR1_FED_COMP_NOPROG","BBRR1_FED_COMP_MAKEPROG","BBRR1_FED_COMP_PAIDINFULL","BBRR1_FED_COMP_DISCHARGE","BBRR4_FED_COMP_N","BBRR4_FED_COMP_DFLT","BBRR4_FED_COMP_DLNQ","BBRR4_FED_COMP_FBR","BBRR4_FED_COMP_DFR","BBRR4_FED_COMP_NOPROG","BBRR4_FED_COMP_MAKEPROG","BBRR4_FED_COMP_PAIDINFULL","BBRR4_FED_COMP_DISCHARGE","DISTANCE","Gender","Earnings"
"340","195030","002894","University of Rochester","Private, nonprofit",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","215","87","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","81","46568","40170","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50","48298","40585","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31","43776","37821","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38","42751","35200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","43","49940","44264","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","457","7","211","216","91070","1","105","109","89524","161","<=0.10","<=0.10","0.10 - 0.19","<=0.10","0.30 - 0.39","0.30 - 0.39","0.10 - 0.19","<=0.10","96","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","<=0.20","84","89280","127","105781","130","101618","81","97514","112","104615","105","103","46","103674","68","105433","76","105272","38","102710","7","211","100014","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","112","114900","PrivacySuppressed","46","101221","67","123629","75","37","PrivacySuppressed","71","115","<=0.10","<=0.10","0.40 - 0.49","<=0.10","0.20 - 0.29","0.20 - 0.29","0.10 - 0.19","<=0.10","96","<=0.20","<=0.20","0.60 - 0.79","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",117508
"341","196060","002835","SUNY at Albany","Public",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","133","116","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","73","32222","31500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","52","30754","30750","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21","35857","39000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40","30840","28003","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","33","33897","33400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","358","0","124","125","63947","1","35","38","74576","56","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","<=0.20","23","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","87","72289","71","74406","105","73388","53","71879","52","92782","36","36","24","87685","28","100777","32","89693","20","101980","3","158","72798","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","51","109805","PrivacySuppressed","23","104793","27","109967","30","20","PrivacySuppressed","41","81","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","23","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",105671
"342","196468","003979","Teachers College at Columbia University","Private, nonprofit",1,"4227","Research and Experimental Psychology.",5,"Master's Degree","85","97","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38","66469","58988","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","24","72119","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14","56785","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","671","6","56","67","42397","12","118","123","75921","118","PrivacySuppressed","PrivacySuppressed","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","125","PrivacySuppressed","PrivacySuppressed","<=0.20","PrivacySuppressed","0.20 - 0.39","0.20 - 0.39","<=0.20","PrivacySuppressed","33","48414","26","42573","PrivacySuppressed","PrivacySuppressed","53","46028","131","92666","119","115","48","89159","84","93314","42","92646","88","91873","4","59","48319","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","12","125","108795","PrivacySuppressed","45","108524","80","109870","37","88","PrivacySuppressed","56","51","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","125","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","<=0.20","<=0.20","PrivacySuppressed","<=0.20","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",110846
"343","197045","002883","Utica University","Private, nonprofit",1,"4303","Homeland Security.",5,"Master's Degree","139","167","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","175","36553","36359","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","126","34574","35796","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","49","41642","40472","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","87","37916","37996","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","88","35205","36354","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","414","3","183","199","71376","5","139","147","76998","169","<=0.10","<=0.10","0.20 - 0.29","<=0.10","0.40 - 0.49","0.10 - 0.19","<=0.10","<=0.10","152","<=0.10","<=0.10","0.20 - 0.29","<=0.10","0.30 - 0.39","0.10 - 0.19","0.10 - 0.19","<=0.10","101","76933","90","86549","134","82178","57","72789","155","91559","149","142","74","92060","81","88996","98","91669","57","82022","3","191","80436","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14","142","104659","PrivacySuppressed","67","104290","74","106572","91","51","PrivacySuppressed","38","179","<=0.10","<=0.10","0.50 - 0.59","<=0.10","0.20 - 0.29","<=0.10","<=0.10","<=0.10","152","<=0.10","<=0.10","0.50 - 0.59","<=0.10","0.10 - 0.19","<=0.10","0.10 - 0.19","<=0.10",2,"EARN_MALE_WNE_MDN_4YR",104138
"344","198136","002913","Campbell University","Private, nonprofit",1,"5109","Allied Health Diagnostic, Intervention, and Treatment Professions.",5,"Master's Degree","43","55","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","83","138221","154526","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21","149905","158870","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","62","134264","154255","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28","139747","159925","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55","137445","152980","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1758","1","71","72","105098","0","67","67","102642","72","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","65","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","<=0.20","24","104149","51","108066","18","118148","57","106320","68","111833","67","66","21","109351","46","113500","17","120844","50","108912","0","75","107445","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","64","116266","PrivacySuppressed","20","120510","44","113932","16","48","PrivacySuppressed","43","81","<=0.20","<=0.20","0.40 - 0.59","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","<=0.20","65","<=0.20","<=0.20","0.60 - 0.79","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",119506
"345","198419","002920","Duke University","Private, nonprofit",1,"1405","Biomedical/Medical Engineering.",3,"Bachelor's Degree","99","89","64","PrivacySuppressed","13894","64","PrivacySuppressed","13894","10","PrivacySuppressed","PrivacySuppressed","10","PrivacySuppressed","PrivacySuppressed","37","PrivacySuppressed","14500","37","PrivacySuppressed","14500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27","PrivacySuppressed","12000","27","PrivacySuppressed","12000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","15","PrivacySuppressed","PrivacySuppressed","15","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","49","PrivacySuppressed","PrivacySuppressed","49","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","147","147","4","58","69","67573","7","57","61","75114","54","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.40 - 0.59","<=0.20","65","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.60 - 0.79","<=0.20","25","66570","39","64501","41","69158","23","63578","70","82947","55","52","23","76616","45","84452","42","79487","27","89757","7","65","66273","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","6","60","100584","PrivacySuppressed","22","92077","39","112564","38","21","PrivacySuppressed","PrivacySuppressed","67","<=0.20","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20","65","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.60 - 0.79","<=0.20",1,"EARN_MALE_WNE_MDN_4YR",107280
"346","199847","002978","Wake Forest University","Private, nonprofit",1,"5109","Allied Health Diagnostic, Intervention, and Treatment Professions.",5,"Master's Degree","86","84","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","125","120490","128561","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22","127333","132090","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","103","119028","126435","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","42","130876","135509","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","83","115234","121379","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1462","3","140","140","96143","0","117","118","96587","141","<=0.10","<=0.10","<=0.10","<=0.10","0.40 - 0.49","0.30 - 0.39","0.20 - 0.29","<=0.10","118","<=0.10","<=0.10","<=0.10","<=0.10","0.30 - 0.39","0.20 - 0.29","0.30 - 0.39","<=0.10","37","100149","104","101160","35","103133","106","100744","121","105398","121","119","21","110088","100","103850","28","113326","93","102301","0","141","101031","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","119","110849","PrivacySuppressed","20","117955","99","109434","29","91","PrivacySuppressed","79","129","<=0.10","<=0.10","0.20 - 0.29","<=0.10","0.30 - 0.39","0.10 - 0.19","0.20 - 0.29","<=0.10","118","<=0.10","<=0.10","0.40 - 0.49","<=0.10","0.10 - 0.19","<=0.10","0.30 - 0.39","<=0.10",1,"EARN_MALE_WNE_MDN_4YR",123478
"347","200332","002997","North Dakota State University-Main Campus","Public",1,"5120","Pharmacy, Pharmaceutical Sciences, and Administration.",3,"Bachelor's Degree","3","135","83","19983","19500","81","17938","18481","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","22","PrivacySuppressed","15586","22","PrivacySuppressed","15586","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","61","21603","19500","59","19012","19500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","29","25500","20541","28","22285","20451","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","54","17020","16586","53","15642","15000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","207","196","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","67","123115","PrivacySuppressed","23","129403","44","122599","27","40","68","35","55","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","<=0.20","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",123552
"348","201885","003125","University of Cincinnati-Main Campus","Public",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,"Master's Degree","483","575","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","785","56573","54666","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","91","57017","56688","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","694","56515","53278","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","426","61093","59544","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","359","51210","49305","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","622","11","835","847","91527","5","422","425","94013","897","<=0.02","<=0.02","0.21 - 0.22","0.05 - 0.06","0.33 - 0.34","0.23 - 0.24","0.13 - 0.14","<=0.02","700","<=0.02","<=0.02","0.25 - 0.26","0.03 - 0.04","0.27 - 0.28","0.19 - 0.20","0.21 - 0.22","<=0.02","362","97581","356","96639","96","105787","623","95976","410","100779","397","394","201","102117","208","99331","49","119447","360","99604","12","719","96840","692","PrivacySuppressed","PrivacySuppressed","8","397","107950","377","195","109779","202","106119","51","346","PrivacySuppressed","158","715","<=0.02","<=0.02","0.65 - 0.66","0.03 - 0.04","0.17 - 0.18","0.05 - 0.06","0.09 - 0.10","<=0.02","700","<=0.02","<=0.02","0.65 - 0.66","0.03 - 0.04","<=0.02","<=0.02","0.25 - 0.26","<=0.02",2,"EARN_MALE_WNE_MDN_4YR",114461
"349","203067","004054","Hebrew Union College-Jewish Institute of Religion","Private, nonprofit",1,"3906","Theological and Ministerial Studies.",5,"Master's Degree","23","33","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","32","101906","101250","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","13","90458","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","19","109738","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","1152","0","34","34","101525","0","43","43","115339","34","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.60 - 0.79","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35","105150","17","103359","22","104245","45","113135","43","43","PrivacySuppressed","PrivacySuppressed","40","107934","20","114295","24","109134","1","39","106601","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","44","114533","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","40","109750","20","24","PrivacySuppressed","PrivacySuppressed","34","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","41","PrivacySuppressed","PrivacySuppressed","0.20 - 0.39","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1,"EARN_MALE_WNE_MDN_4YR",114365
